id,exam,subject,chapter,year,question_text,option_a,option_b,option_c,option_d,correct_option,explanation,difficulty,tags
b2f727df-d209-4218-805d-33aa730cf999,jee-main,chemistry,alcohols-phenols-and-ethers,2019,"The products formed in the reaction of cumene with <math xmlns=""http://www.w3.org/1998/Math/MathML""><msub><mi mathvariant=""normal"">O</mi><mn>2</mn></msub></math> followed by treatment with dil <math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>HCl</mi></math> are:","<p><img src=""[IMAGE REMOVED]"" style=""width: 260px; height: 146px;"" /></p>","<p><img src=""[IMAGE REMOVED]"" style=""width: 321px; height: 104px;"" /></p>","<p><img src=""[IMAGE REMOVED]"" style=""width: 318px; height: 138px;"" /></p>","<p><img src=""[IMAGE REMOVED]"" style=""width: 320px; height: 138px;"" /></p>",c,"<p>Cumene is an organic compound obtained by&nbsp;Friedel-Crafts alkylation of benzene with&nbsp;propylene. Upon oxidation of cumene (isopropylbenzene) in the presence of air, cumene hydroperoxide is obtained. Upon further treatment of cumene hydroperoxide with dilute acid, phenols are obtained</p><p><img src=""[IMAGE REMOVED]"" style=""width: 576px; height: 223px;"" /><br /><br /><img src=""[IMAGE REMOVED]"" style=""width: 378px; height: 262px;"" /><br /><img src=""[IMAGE REMOVED]"" style=""width: 643px; height: 229px;"" /></p>",2,
e9b7de13-8b0b-48c8-8a7c-d066cc930a06,jee-main,chemistry,alcohols-phenols-and-ethers,2019,"<p>The major product of the following reaction is:<br /><br /><img height=""98"" src=""[IMAGE REMOVED]"" width=""291"" /></p>","<p><img height=""139"" src=""[IMAGE REMOVED]"" width=""123"" /></p>","<p><img height=""136"" src=""[IMAGE REMOVED]"" width=""156"" /></p>","<p><img height=""138"" src=""[IMAGE REMOVED]"" width=""155"" /></p>","<p><img height=""134"" src=""[IMAGE REMOVED]"" width=""110"" /></p>",a,"<img alt="""" src=""[IMAGE REMOVED]"" style=""width: 500px; height: 341px;"" />",2,
c26955d7-2d6d-4b17-8e3f-f137c3c91611,jee-main,chemistry,alcohols-phenols-and-ethers,2018,Which of the following compounds will most readily be dehydrated to give alkene under acidic condition?,4 - Hydroxypentan - 2-one,3- Hydroxypentan-2-one,1-Pentanol,2-Hydroxycyclopentanone,a,"<p style=""text-align: justify;"">3-Hydroxypentan-2-one and 4-Hydroxypentan-2-one will most readily be dehydrated to give alkene under acidic condition. This will lead to formation of&nbsp;&alpha;&minus;&beta;&nbsp;unsaturated ketone (conjugated system). But out of both 4-Hydroxypentan-2-one will most readily&nbsp;dehydrate to give alkene under acidic condition since the carbocation formed will be more stable than in the case of 3-Hydroxypentan-2-one.</p><p style=""text-align: justify;"">Dehydration of 2-Hydroxycyclopentanone will lead to&nbsp;C=C&nbsp;double bond in 5 member ring that will cause strain and product is less likely to be formed.</p><p><img height=""108"" src=""[IMAGE REMOVED]"" width=""173"" /></p>",2,
2c43af60-5b77-42ea-98f4-3d855d58520e,jee-main,chemistry,alcohols-phenols-and-ethers,2018,"The major product formed in the following reaction is:
<img src=""[IMAGE REMOVED]""><br>","<img src=""[IMAGE REMOVED]""><br>","<img src=""[IMAGE REMOVED]""><br>","<img src=""[IMAGE REMOVED]""><br>","<img src=""[IMAGE REMOVED]""><br>",b,"PCC oxidizes primary alcohols to aldehydes and secondary alcohols to ketones. In the above reaction, $-\mathrm{OCOCH}_3$ group is hydrolyzed to secondary alcohol which is then oxidised (with PCC) to ketone.
<img src=""[IMAGE REMOVED]""/><br/>
<img src=""[IMAGE REMOVED]""/><br/>",2,
4bb9cc8f-3389-4e95-a831-3899b9b675be,jee-main,chemistry,alcohols-phenols-and-ethers,2018,"<p>The major product of the following reaction is:<br />&nbsp;</p><p><img src=""[IMAGE REMOVED]"" style=""width: 338px; height: 113px;"" /></p>","<p><img src=""[IMAGE REMOVED]"" style=""width: 250px; height: 175px;"" /></p>","<p><img src=""[IMAGE REMOVED]"" style=""width: 250px; height: 173px;"" /></p>","<p><img src=""[IMAGE REMOVED]"" style=""width: 300px; height: 141px;"" /></p>","<p><img src=""[IMAGE REMOVED]"" style=""width: 230px; height: 179px;"" /></p>",c,"<p><img src=""[IMAGE REMOVED]"" style=""width: 600px; height: 259px;"" />Methoxy group increases the pKa of the phenol group - it makes it less acidic. The oxygen atom does indeed exert an electron-withdrawing inductive effect, but the lone pairs on the oxygen cause the exact opposite effect So the methoxy group is an electron-donating group by resonance.</p><p><img src=""[IMAGE REMOVED]"" style=""width: 280px; height: 309px;"" /></p>",1,
5d61a558-cfd9-4b5d-911f-29a3ebe25293,jee-main,chemistry,alcohols-phenols-and-ethers,2018,"Phenol on treatment with <math><mi>C</mi><msub><mrow><mi>O</mi></mrow><mrow><mn>2</mn></mrow></msub></math> in the presence of NaOH followed by acidification produces compound X as the major product. X on treatment with <math><msub><mrow><mfenced separators=""|""><mrow><mi>C</mi><msub><mrow><mi>H</mi></mrow><mrow><mn>3</mn></mrow></msub><mi>C</mi><mi>O</mi></mrow></mfenced></mrow><mrow><mn>2</mn></mrow></msub></math>O in the presence of catalytic amount of <math><msub><mrow><mi>H</mi></mrow><mrow><mn>2</mn></mrow></msub><mi>S</mi><msub><mrow><mi>O</mi></mrow><mrow><mn>4</mn></mrow></msub></math> produces:","<img src=""[IMAGE REMOVED]"" />","<img src=""[IMAGE REMOVED]"" />","<img src=""[IMAGE REMOVED]"" />","<img src=""[IMAGE REMOVED]"" />",b,"<p>Two different reactions are taking place here Kolbe&ndash;Schmitt reaction and esterification reaction (treatment of the product of Kolbe&ndash;Schmitt reaction with&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><msub><mrow><mo>(</mo><msub><mi>CH</mi><mn>3</mn></msub><mi>CO</mi><mo>)</mo></mrow><mn>2</mn></msub><mi mathvariant=""normal"">O</mi><mo>&#160;</mo><mo>(</mo><mi>ester</mi><mo>)</mo><mo>.</mo></math>&nbsp;</p><p>The two reactions can be written as follows:</p><p>1.Kolbe&ndash;Schmitt reaction: reaction of phenol with carbon dioxide in the presence of sodium hydroxide, followed by acidification converts phenol to&nbsp;1&minus;1&minus;&nbsp;hydroxybenzoic acid (Salicylic acid).</p><p>&nbsp;</p><p>2.Esterification reaction: The salicylic acid is then reacted with acetic anhydride&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><msub><mrow><mo>(</mo><msub><mi>CH</mi><mn>3</mn></msub><mi>CO</mi><mo>)</mo></mrow><mn>2</mn></msub><mi mathvariant=""normal"">O</mi><mo>)</mo><mo>&#160;</mo></math>to form aspirin.</p><p>&nbsp;</p><p><img alt=""solution"" src=""[IMAGE REMOVED]"" style=""width: 500px; height: 142px;"" /></p>",3,
8c4a8221-c656-407d-b3f3-439b67c72410,jee-main,chemistry,alcohols-phenols-and-ethers,2018,"The major product formed in the following reaction is:<br /><br /><img src=""[IMAGE REMOVED]"" />","<img src=""[IMAGE REMOVED]"" />","<img src=""[IMAGE REMOVED]"" />","<img src=""[IMAGE REMOVED]"" />","<img src=""[IMAGE REMOVED]"" />",a,"<p>In the first step hydrogen&nbsp;iodide attacks the ether according to <math xmlns=""http://www.w3.org/1998/Math/MathML""><msub><mi mathvariant=""normal"">S</mi><mi mathvariant=""normal"">N</mi></msub><mn>2</mn></math>&nbsp;mechanism and in the second step&nbsp;hydrogen&nbsp;iodide attacks the ether according to&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><msub><mi mathvariant=""normal"">S</mi><mi mathvariant=""normal"">N</mi></msub><mn>1</mn></math>&nbsp;mechanism.</p><p><img alt="""" src=""[IMAGE REMOVED]"" style=""width: 498px; height: 237px;"" /><br />&nbsp;</p>",2,
be18ee30-6770-4281-9d41-1b6d380304bd,jee-main,chemistry,alcohols-phenols-and-ethers,2018,"Phenol reacts with methyl chloroformate in the presence of <math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>NaOH</mi></math> to form product <math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""normal"">A</mi><mo>.</mo><mo>&#160;</mo><mi mathvariant=""normal"">A</mi><mo>&#160;</mo></math>reacts with <math xmlns=""http://www.w3.org/1998/Math/MathML""><msub><mi>Br</mi><mn>2</mn></msub></math> to form product <math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""normal"">B</mi><mo>.</mo><mo>&#160;</mo><mi mathvariant=""normal"">A</mi><mo>&#160;</mo><mi>and</mi><mo>&#160;</mo><mi mathvariant=""normal"">B</mi></math> are respectively","<img alt="""" src=""[IMAGE REMOVED]"" style=""width: 376px; height: 109px;"" />","<img alt="""" src=""[IMAGE REMOVED]"" style=""width: 372px; height: 113px;"" />","<img alt="""" src=""[IMAGE REMOVED]"" style=""width: 421px; height: 112px;"" />","<img alt="""" src=""[IMAGE REMOVED]"" style=""width: 448px; height: 86px;"" />",d,"<img alt="""" src=""[IMAGE REMOVED]"" style=""width: 346px; height: 116px;"" /><br />This step involves acid-base reaction at first followed by nucleophilic addition elimination.<br /><img alt="""" src=""[IMAGE REMOVED]"" style=""width: 263px; height: 141px;"" /><br />This step is called bromination.",2,
7ee82917-ed53-461c-b317-0ad588f4bfea,jee-main,chemistry,alcohols-phenols-and-ethers,2017,"The major product expected from the following reaction is:<br /><img src=""[IMAGE REMOVED]"" style=""width: 400px; height: 118px;"" />","<img src=""[IMAGE REMOVED]"" style=""width: 170px; height: 110px;"" />","<img src=""[IMAGE REMOVED]"" style=""width: 170px; height: 107px;"" />","<img src=""[IMAGE REMOVED]"" style=""width: 180px; height: 104px;"" />","<img src=""[IMAGE REMOVED]"" style=""width: 200px; height: 112px;"" />",c,"<img src=""[IMAGE REMOVED]"" style=""width: 500px; height: 121px;"" /><br />&nbsp;",2,
d8f651b7-d186-4386-874a-369c6ff7c723,jee-main,chemistry,alcohols-phenols-and-ethers,2017,"The major product of the following reaction is:<br /><br /><img src=""[IMAGE REMOVED]"" style=""width: 350px; height: 106px;"" />","<img src=""[IMAGE REMOVED]"" style=""width: 240px; height: 109px;"" />","<img src=""[IMAGE REMOVED]"" style=""width: 240px; height: 106px;"" />","<img src=""[IMAGE REMOVED]"" style=""width: 160px; height: 96px;"" />","<img src=""[IMAGE REMOVED]"" style=""width: 180px; height: 99px;"" />",a,"<img src=""[IMAGE REMOVED]"" style=""width: 600px; height: 322px;"" />",2,
99d071ef-8905-4836-be07-2106a38e1678,jee-main,chemistry,alcohols-phenols-and-ethers,2016,"The correct statement about the synthesis of erythritol <math><mfenced separators=""|""><mrow><mi mathvariant=""normal"">C</mi><msub><mrow><mfenced separators=""|""><mrow><mi mathvariant=""normal"">C</mi><msub><mrow><mi mathvariant=""normal"">H</mi></mrow><mrow><mn>2</mn></mrow></msub><mi mathvariant=""normal"">O</mi><mi mathvariant=""normal"">H</mi></mrow></mfenced></mrow><mrow><mn>4</mn></mrow></msub></mrow></mfenced></math> used in the preparation of PETN is",The synthesis requires three aldol condensations and one Cannizzaro reaction.,Alpha hydrogen of ethanol and methanol are involved in this reaction.,The synthesis requires two aldol condensation and two Cannizzaro reactions.,The synthesis requires four aldol condensations between methanol and ethanol.,a,"<blockquote><p><img src=""[IMAGE REMOVED]"" style=""width: 500px; height: 131px;"" /></p><p>The first three steps are Aldol condensations followed by&nbsp;one&nbsp;Cannizzaro reaction step in presence of base. In final step a salt of formic acid will also be formed as side product.</p></blockquote>",3,
491936f2-eb80-4fd9-9035-11450a6b67c2,jee-main,chemistry,alcohols-phenols-and-ethers,2016,Bouveault-Blanc reduction reaction involves:,"Reduction of an acyl halide with  <math><mrow><mrow><msub><mrow><mi mathvariant=""normal"">H</mi></mrow><mrow><mn>2</mn></mrow></msub></mrow><mo>/</mo><mrow><mi mathvariant=""normal"">P</mi><mi mathvariant=""normal"">d</mi></mrow></mrow><mo>.</mo></math>","Reduction of an anhydride with  <math><mi mathvariant=""normal"">L</mi><mi mathvariant=""normal"">i</mi><mi mathvariant=""normal"">A</mi><mi mathvariant=""normal"">l</mi><msub><mrow><mi mathvariant=""normal"">H</mi></mrow><mrow><mn>4</mn></mrow></msub></math>","Reduction of an ester with <math><mrow><mrow><mi mathvariant=""normal"">N</mi><mi mathvariant=""normal"">a</mi></mrow><mo>/</mo><mrow><msub><mrow><mi mathvariant=""normal"">C</mi></mrow><mrow><mn>2</mn></mrow></msub><msub><mrow><mi mathvariant=""normal"">H</mi></mrow><mrow><mn>5</mn></mrow></msub><mi mathvariant=""normal"">O</mi><mi mathvariant=""normal"">H</mi></mrow></mrow></math> .","Reduction of a carbonyl compound with&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>Na</mi><mo>/</mo><mi>Hg</mi></math>&nbsp;and&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>HCl</mi></math>.",c,"<p>Bouveault-Blanc reduction&nbsp;involves reduction of following compounds into alcohol.<br /><img alt="""" src=""[IMAGE REMOVED]"" style=""width: 370px; height: 62px;"" /></p><p>&nbsp;<math> <mrow> </mrow></math><math><mrow><mtext>R</mtext><mo>&#8722;</mo><mtext>C</mtext><mo>&#8801;</mo><mtext>N</mtext></mrow></math><math> </math> into primary alcohol by reduction with&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>Na</mi><mo>/</mo><msub><mi mathvariant=""normal"">C</mi><mn>2</mn></msub><msub><mi mathvariant=""normal"">H</mi><mn>5</mn></msub><mi>OH</mi></math></p>",2,
35c0ae15-9334-40af-9132-dbf123e134e1,jee-main,chemistry,alcohols-phenols-and-ethers,2016,"The gas evolved on heating <math><mi mathvariant=""normal"">C</mi><msub><mrow><mi mathvariant=""normal"">H</mi></mrow><mrow><mn>3</mn></mrow></msub><mi mathvariant=""normal"">M</mi><mi mathvariant=""normal"">g</mi><mi mathvariant=""normal"">B</mi><mi mathvariant=""normal"">r</mi></math> in methanol is:",Methane,Ethane,Propane,HBr,a,"<img alt="""" src=""[IMAGE REMOVED]"" style=""width: 300px; height: 91px;"" /><br /><br /><math xmlns=""http://www.w3.org/1998/Math/MathML""><msub><mi>CH</mi><mn>3</mn></msub><mi>OH</mi></math>&nbsp;having acidic&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""normal"">H</mi></math> so in&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><msub><mi>CH</mi><mn>3</mn></msub><mi>MgBr</mi></math>&nbsp;the <math xmlns=""http://www.w3.org/1998/Math/MathML""><msup><msub><mi>CH</mi><mn>3</mn></msub><mo>-</mo></msup></math>&nbsp;will react as a base and form&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><msub><mi>CH</mi><mn>4</mn></msub></math>&nbsp;by acid-base reaction.",1,
68b2d47e-445e-4d45-8e4f-2c2b1d78224e,jee-main,chemistry,alcohols-phenols-and-ethers,2014,Williamson synthesis of ether is an example of :,Nucleophilic substitution,Electrophilic addition,Nucleophilic addition,Electrophilic substitution,a,"<blockquote><p style=""text-align: justify;"">The&nbsp;Williamson&nbsp;ether&nbsp;synthesis&nbsp;is the most widely used method to synthesize ethers. It occurs by an <math xmlns=""http://www.w3.org/1998/Math/MathML""><msub><mi mathvariant=""normal"">S</mi><mi mathvariant=""normal"">N</mi></msub><mn>2</mn></math> reaction in which a metal alkoxide displaces a halide ion from an alkyl halide.<br /><br /><math xmlns=""http://www.w3.org/1998/Math/MathML""><msup><mtext>RO</mtext><mo>-</mo></msup><mo>+</mo><msup><mtext>R</mtext><mo>&#39;</mo></msup><mo>-</mo><mtext>x</mtext><munder><mo>&#8594;</mo><msub><mtext>S</mtext><mtext>N</mtext></msub></munder><mtext>R</mtext><mo>-</mo><mtext>O</mtext><mo>-</mo><msup><mtext>R</mtext><mo>&#39;</mo></msup></math><br /><br />This is Nucleophilic substitution reaction.</p></blockquote>",1,
99931b2d-5c04-44e4-874d-057a222ca851,jee-main,chemistry,alcohols-phenols-and-ethers,2014,"Which one of the following substituents at para-position is most effective in stabilizing the phenoxide <img alt="""" src=""[IMAGE REMOVED]"" style=""width: 120px; height: 109px;"" /> ion ?",-CH<sub>3</sub>,-OCH<sub>3</sub>,-COCH<sub>3</sub>,-CH<sub>2</sub>OH,c,"Electron withdrawing group increases the stability of phenoxide&nbsp;<img alt="""" src=""[IMAGE REMOVED]"" style=""width: 90px; height: 82px;"" /> So <u><strong><img alt="""" src=""[IMAGE REMOVED]"" style=""width: 102px; height: 66px;"" /></strong></u> would be the best substituent.",2,
fa6a2f85-e99a-42e6-8ba0-50c03aeb7dce,jee-main,chemistry,alcohols-phenols-and-ethers,2014,Which of the following compounds will not be soluble in sodium bicarbonate?,"2, 4, 6 - Trinitrophenol",Benzene sulphonic acid,o - Nitrophenol,Benzoic acid,c,"<p style=""text-align: justify;"">o-Nitrophenol is insoluble in sodium hydrogen carbonate because it is less acidic than carbonic acid.While, others being more acidic than&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><msub><mi mathvariant=""normal"">H</mi><mn>2</mn></msub><msub><mi>CO</mi><mn>3</mn></msub></math>&nbsp;dissolve in sodium bi&nbsp;carbonate.</p><p>&nbsp;Hence, the given&nbsp;reaction will not be spontaneous.&nbsp;<br /><img alt="""" src=""[IMAGE REMOVED]"" style=""width: 400px; height: 98px;"" /></p>",1,
94dab47e-ee5d-44b3-94c3-973db3c48465,jee-main,chemistry,alcohols-phenols-and-ethers,2014,Phthalic acid reacts with resorcinol in the presence of concentrated $\mathrm{H}_2 \mathrm{SO}_4$ to give:,Phenolphthalein,Alizarin,Coumarin,Fluorescein,d,"<img src=""[IMAGE REMOVED]""><br><img src=""[IMAGE REMOVED]""><br>",3,
dbe0cb56-3441-48da-b4e8-ad26c72eb5d6,jee-main,chemistry,alcohols-phenols-and-ethers,2014,"In the Victor-Meyer's test, the colour given by $1^{\circ}, 2^{\circ}$ and $3^{\circ}$ alcohols are respectively:","Red, colourless, blue","Red, blue, colourless","Colourless, red, blue","Red, blue, violet",b,"$$
\text { Victor Meyer's test: The various steps involved are }
$$
(i) <img src=""[IMAGE REMOVED]""><br>
(ii)<img src=""[IMAGE REMOVED]""><br>
(iii)<img src=""[IMAGE REMOVED]""><br>",1,
d618db7d-6772-4c8d-8ecc-35242e1e771a,jee-main,chemistry,alcohols-phenols-and-ethers,2014,Which one of the following statements is not correct?,Alcohols are weaker acids than water,Acid strength of alcohols decreases in the following $\mathrm{RCH}_2 \mathrm{OH}>\mathrm{R}_2 \mathrm{CHOH}>\mathrm{R}_3 \mathrm{COH}$,"Carbon-oxygen bond length in methanol, $\mathrm{CH}_3 \mathrm{OH}$ is shorter than that of $\mathrm{C}-\mathrm{O}$ bond length in phenol.","<img src=""[IMAGE REMOVED]""><br>",c,"The $\mathrm{C}-\mathrm{O}$ bond length in alcohols is $142 \mathrm{pm}$ and in Phenol it is $136 \mathrm{pm}$. The $\mathrm{C}-\mathrm{O}$ bond length in phenol is shorter than that in methanol due to the conjugation of unshared pair of electrons on oxygen with the ring, which imparts double bond character to the $\mathrm{C}-\mathrm{O}$ bond.
<img src=""[IMAGE REMOVED]""><br><img src=""[IMAGE REMOVED]""><br>",2,
1884697a-d714-4d00-927e-13477537c084,jee-main,chemistry,alcohols-phenols-and-ethers,2014,Tischenko reaction is a modification of:,Aldol condensation,Claisen condensation,Cannizzaro reaction,Pinacol-pinacolon reaction,c,"Tishchenko reaction is a modification of Canizzaro's reaction. This reaction involves disproportionation of an aldehyde lacking a hydrogen atom in the alpha position in the presence of an alkoxide. The reaction product is an ester. Catalysts are aluminium alkoxide or sodium alkoxide.
In Cannizzaro's reaction the base is sodium hydroxide and the oxidation product is a carboxylic acid and the reduction product is an alcohol.
<img src=""[IMAGE REMOVED]""><br>",1,
d0e86f5f-6076-4df8-8d1c-2fa2c9486c34,jee-main,chemistry,alcohols-phenols-and-ethers,2014,"In the hydroboration - oxidation reaction of propene with diborane, <math xmlns=""http://www.w3.org/1998/Math/MathML""><msub><mi mathvariant=""normal"">H</mi><mi mathvariant=""normal"">2</mi></msub><msub><mi mathvariant=""normal"">O</mi><mi mathvariant=""normal"">2</mi></msub></math> and <math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>NaOH</mi><mo>,</mo></math> the organic compound formed is:","<math xmlns=""http://www.w3.org/1998/Math/MathML""><msub><mi>CH</mi><mi mathvariant=""normal"">3</mi></msub><msub><mi>CH</mi><mi mathvariant=""normal"">2</mi></msub><msub><mi>CH</mi><mi mathvariant=""normal"">2</mi></msub><mi>OH</mi></math>","<math xmlns=""http://www.w3.org/1998/Math/MathML""><msub><mi>CH</mi><mi mathvariant=""normal"">3</mi></msub><msub><mi>CH</mi><mi mathvariant=""normal"">2</mi></msub><mi>OH</mi></math>","<math xmlns=""http://www.w3.org/1998/Math/MathML""><msub><mi>CH</mi><mi mathvariant=""normal"">3</mi></msub><msub><mi>CHOHCH</mi><mn>3</mn></msub></math>","<math xmlns=""http://www.w3.org/1998/Math/MathML""><msub><mfenced><msub><mi>CH</mi><mn>3</mn></msub></mfenced><mn>3</mn></msub><mi>COH</mi></math>",a,"<p><img alt="""" src=""[IMAGE REMOVED]"" style=""width: 372px; height: 64px;"" /></p><p>According to the question, The hydroboration oxidation reaction is an organic chemical reaction which is employed for the conversion of alkenes into alcohols that are neutral. This is done via a&nbsp;two-step process which includes a hydroboration step and an oxidation step<em><strong>.</strong></em></p><p>&nbsp;Hydroboration oxidation reaction&nbsp;is a two-step&nbsp;reaction&nbsp;in which alkene reacts with <math xmlns=""http://www.w3.org/1998/Math/MathML""><msub><mi>BH</mi><mn>3</mn></msub></math>, THF (tetrahydrofuran) and hydrogen peroxide in a basic medium to give alcohol. This is done by a net addition (across the entire double bond) of water.</p><p>Hydroboration oxidation&nbsp;reaction mechanism can be considered as an<span style=""color:null;"">&nbsp;anti-markovnikov</span><span style=""color:null;"">&nbsp;r</span>eaction where a hydroxyl group attaches itself to the carbon which is less substituted.</p><p>So, according to this reaction, propene give <math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""normal"">n</mi></math>-propyl-alcohol.&nbsp;</p>",2,
4da74b0a-9644-4a2b-8e29-93d62aa4ac01,jee-main,chemistry,alcohols-phenols-and-ethers,2014,"<p>What is the product &quot;C&quot; after following reactions -<br /><br /><img alt="""" src=""[IMAGE REMOVED]"" style=""width: 419px; height: 74px;"" /><br />&nbsp;</p>","<u><strong><img alt="""" src=""[IMAGE REMOVED]"" style=""width: 130px; height: 101px;"" /></strong></u>","<u><strong><img alt="""" src=""[IMAGE REMOVED]"" style=""width: 135px; height: 132px;"" /></strong></u>","<u><strong><img alt="""" src=""[IMAGE REMOVED]"" style=""width: 148px; height: 104px;"" /></strong></u>","<u><strong><img alt="""" src=""[IMAGE REMOVED]"" style=""width: 129px; height: 98px;"" /></strong></u>",a,"<img alt="""" src=""[IMAGE REMOVED]"" style=""width: 345px; height: 122px;"" /><br /><br />This is the Kolbe-Schmidt's reaction<br /><br /><img alt="""" src=""[IMAGE REMOVED]"" style=""width: 310px; height: 107px;"" /><br /><br />This treated with acetic anhydride will acetylate the - OH<br /><br /><img alt="""" src=""[IMAGE REMOVED]"" />",2,
fc20c382-3380-42e3-b150-0dda8ac47602,jee-main,chemistry,alcohols-phenols-and-ethers,2014,The most suitable reagent for the conversion of <math> <mrow> <mtext>R</mtext> <mo>-</mo> <msub> <mtext>CH</mtext> <mn>2</mn> </msub> <mo>-</mo> <mtext>OH</mtext> <mo>&#8594;</mo> <mtext>R</mtext> <mo>-</mo> <mtext>CHO</mtext> </mrow> </math> is :,KMnO<sub>4</sub>,K<sub>2</sub>Cr<sub>2</sub>O<sub>7</sub>,CrO<sub>3</sub>,PCC (Pyridinium Chlorochromate),d,"<p style=""text-align: justify;"">&bull; KMnO<sub>4</sub>&nbsp;will&nbsp;oxidize&nbsp;the alcohol to carboxylic acid.<br />&bull;&nbsp;K<sub>2</sub>Cr<sub>2</sub>O<sub>7</sub>&nbsp;will also make carboxylic acids.<br />&bull;&nbsp;​CrO<sub>3</sub>&nbsp;in acetic acid is Jones reagent, it also converts&nbsp;alcohols&nbsp;to carboxylic acid.<br />&bull;​ PCC is a weak oxidising agent. It limits the oxidation to the aldehyde.</p>",2,
b8108abb-cb07-451c-887b-4f8ab9d2b065,jee-main,chemistry,alcohols-phenols-and-ethers,2013,"Which of the following reagent(s) used for the conversion?
<img src=""[IMAGE REMOVED]""><br>",glycol/$\mathrm{LiAlH}_4 / \mathrm{H}_3 \mathrm{O}^{+}$,glycol/ $\mathrm{NaH} / \mathrm{H}_3 \mathrm{O}^{+}$,$\mathrm{LiAlH}_4$,$\mathrm{NaBH}_4$,a,"<img src=""[IMAGE REMOVED]""><br>",2,
df8507ab-31b3-42e9-8966-b06266341451,jee-main,chemistry,alcohols-phenols-and-ethers,2013,Phenol on heating with $\mathrm{CHCl}_3$ and $\mathrm{NaOH}$ gives salicylaldehyde. The reaction is called:,Reimer - Tiemann reaction,Claisen reaction,Cannizzaro's reaction,Hell - Volhard - Zelinsky reaction,a,"<img src=""[IMAGE REMOVED]""><br>",2,
fa2fc018-d18a-48ab-a51e-98a3d209ae5f,jee-main,chemistry,alcohols-phenols-and-ethers,2013,Cannizaro's reaction is not given by :,"<img src=""[IMAGE REMOVED]""><br>","<img src=""[IMAGE REMOVED]""><br>",$\mathrm{CH}_3 \mathrm{CHO}$,$\mathrm{HCHO}$,c,"Only those aldehydes which do not have $\alpha-\mathrm{H}$ atom undergo Cannizaro's reaction. 
Hence $\mathrm{CH}_3 \mathrm{CHO}$ will not undergo Cannizaro's reaction as it has $3 \alpha$ $\mathrm{H}$ atoms.",1,
c5bf9299-5620-4341-af14-eb1cc771c31b,jee-main,chemistry,alcohols-phenols-and-ethers,2013,"The major product in the following reaction
<img src=""[IMAGE REMOVED]""><br>","<img src=""[IMAGE REMOVED]""><br>","<img src=""[IMAGE REMOVED]""><br>","<img src=""[IMAGE REMOVED]""><br>","<img src=""[IMAGE REMOVED]""><br>",c,No Solution Available,3,
711a11f7-c36a-40de-b262-42afc763860c,jee-main,chemistry,alcohols-phenols-and-ethers,2013,Which of the following is the product of aldol condensation?,"<img src=""[IMAGE REMOVED]""><br>","<img src=""[IMAGE REMOVED]""><br>","<img src=""[IMAGE REMOVED]""><br>","<img src=""[IMAGE REMOVED]""><br>",b,"<img src=""[IMAGE REMOVED]""><br>",2,
eb124019-92d4-434a-b10c-25357c042751,jee-main,chemistry,alcohols-phenols-and-ethers,2013,The reaction of phenol with benzoyl chloride to give phenyl benzoate is known as :,Claisen reaction,Schotten-Baumann reaction,Reimer-Tiemann reaction,Gatterman-Koch reaction,b,"<img src=""[IMAGE REMOVED]""><br>
""Schotten-Baumann reaction"".",2,
69da4aef-1078-47ed-a52e-6222a9a504df,jee-main,chemistry,alcohols-phenols-and-ethers,2013,"In Williamson synthesis of mixed ether having a primary and a tertiary alkyl group if tertiary halide is used, then :",Rate of reaction will be slow due to slow cleavage of carbon-halogen bond.,Alkene will be the main product.,Simple ether will form instead of mixed ether.,Expected mixed ether will be formed.,b,"The tertiary alkyl halide undergo elimination reaction to give alkenes
<img src=""[IMAGE REMOVED]""><br><img src=""[IMAGE REMOVED]""><br>",2,
75a8970e-f702-4100-8263-4ebd437170c2,jee-main,chemistry,alcohols-phenols-and-ethers,2013,Amongst the following alcohols which would react fastest with conc. $\mathrm{HCl}$ and $\mathrm{ZnCl}_2$ ?,pentanol,2-methyl butanol,2-pentanol,2-methyl butan-2-ol,d,$\mathrm{ZnCl}_2+$ conc. $\mathrm{HCl}$ is Lucas reagent. Lucas reagent reacts fastest with tertiary alcohol. $3^{\circ}$ alcohol $+$ Lucas reagent $=$ Immediate turbidity,1,
